"Census Day Enrollment (School)","English Learners % (School)","American Indian or Alaska Native % (School)","Asian % (School)","Black or African American % (School)","Filipino % (School)","Hispanic or Latino % (School)","Native Hawaiian or Pac Islander % (School)","Two or More Races % (School)","None Reported % (School)","White % (School)","Free/Reduced Meals % (School)","Per Pupil Ratio: Teacher (School)","Avg Years Teaching (School)","Suspension Rate (School)","SAT Avg Results-Mathematics # (School)","SAT Avg Results-Writing # (School)","Current Exp of Educ per ADA (Ed Code 41372) (District)","Gen Fund Exp by Activity - 1000-1999 Instruction Exp % (District)","Gen Fund Exp by Activity - 2000-2999 Instruc-related Svcs Exp % (District)","Gen Fund Exp by Activity - 3000-3999 Pupil Services Exp % (District)","Gen Fund Exp by Activity - 4000-4999 Ancillary Services Exp % (District)","Gen Fund Exp by Activity - 5000-5999 Community Services Exp % (District)","Gen Fund Exp by Activity - 6000-6999 Enterprise Exp % (District)","Gen Fund Exp by Activity - 7000-7999 General Administration Exp % (District)","Gen Fund Exp by Activity - 8000-8999 Plant Services Exp % (District)","Teacher Salary-Avg (District)"
1981,10,0.2,15.1,15.9,12.9,46.1,0.9,1.4,0.1,7.4,52.7,24.1,13,1.3,476,460,10054,65,11,8,0,0,0,5,10,81550
2132,4.9,0,44.8,6.2,17.3,21.8,0.6,2.4,0,6.8,29.3,24.1,13,0.6,570,526,10054,65,11,8,0,0,0,5,10,81550
1011,0.2,0.4,63.3,1.9,16.3,12.2,0.5,1.8,0,3.7,21.3,24.7,17,0.2,683,647,10054,65,11,8,0,0,0,5,10,81550
1549,15.2,0.3,4.7,9.4,6.9,72.4,0.6,0.6,0.4,4.7,75.7,22.1,12,9.4,472,435,10054,65,11,8,0,0,0,5,10,81550
1423,1.2,0,9.7,0.8,1.7,7.7,0.4,7.4,0.3,72,3.2,20.3,13,2.2,602,587,12770,58,10,10,2,0,0,9,10,87308
1528,4.4,0.4,11.9,2.8,3.9,10.5,0.3,3.2,0.7,66.3,8.6,20,11,2,577,553,12770,58,10,10,2,0,0,9,10,87308
1232,0.4,0.2,13.9,1.7,1.2,8.3,0.6,9.6,1.3,63.3,1.1,20.1,11,2.7,610,609,12770,58,10,10,2,0,0,9,10,87308
1300,0.7,0.1,14.8,0.8,1.6,8.2,0.1,9.1,1.6,63.8,2.1,20.7,13,1.2,607,611,12770,58,10,10,2,0,0,9,10,87308
1718,11.8,0.2,40.3,6.5,5.3,11.9,0.8,3.9,0.1,31.1,18.2,21.4,11,2.5,562,533,11179,62,10,7,1,0,0,6,13,70250
165,53.3,0,0,5.5,0.6,92.7,0,0,0.6,0.6,93.3,19,3,4.5,365,359,11179,62,10,7,1,0,0,6,13,70250
379,6.9,0.3,17.4,6.9,5.3,14.8,0,10,1.6,43.8,11.1,23.3,3,3.5,539,516,11179,62,10,7,1,0,0,6,13,70250
1210,9,0.2,28.6,4.9,1.7,16.6,0.3,10.3,0.1,37.2,17,19.3,6,2.5,607,575,11998,64,13,4,1,1,0,8,9,70558
2253,22.2,0.4,58.1,0.5,1.2,36.7,0.1,1,0.8,1.2,78.3,26.6,12,0.6,552,484,10711,57,12,10,1,1,0,6,13,81234
2642,16.5,0.3,41.6,1.1,1.9,51.2,0.2,1.6,0.1,2.1,72.1,25.6,13,0.3,527,469,10711,57,12,10,1,1,0,6,13,81234
2298,17,0.2,71.3,0.2,1.7,22,0,3,0,1.7,57.5,26.8,15,0.1,595,523,10711,57,12,10,1,1,0,6,13,81234
2243,35.3,0.2,1.3,1.7,0.2,90.8,0.3,0.4,0,5.1,83.9,24.7,11,1.8,379,384,10649,64,12,7,1,0,0,5,9,91071
1893,26.9,0.4,4.2,4.4,2.3,78,0.2,1.9,0,8.6,73.3,18.6,7,15,410,401,10649,64,12,7,1,0,0,5,9,91071
1790,16.2,0.2,6.3,6.8,3.5,64.3,0.5,1.6,0,16.8,57.4,24.6,8,3.1,415,419,10649,64,12,7,1,0,0,5,9,91071
645,0.5,2.5,0.8,0.2,0.5,17.2,0,6,1.9,71,39.5,24.4,11,8.3,529,519,8259,49,11,6,1,0,0,7,12,66716
498,0.4,2.8,0.6,0.2,1,21.7,0.6,5.2,2.2,65.7,37.3,23.9,10,12.3,518,498,8259,49,11,6,1,0,0,7,12,66716
1208,0.3,0.3,59.8,1.7,7.9,17.5,0.4,2.3,0,10,34.9,29.8,14,1.2,652,641,11004,63,8,8,1,0,0,5,10,93131
1815,28.3,1.2,9.9,2.3,2.7,67.5,1.4,6.7,0,8.3,77.7,23.6,12,2.8,448,435,11004,63,8,8,1,0,0,5,10,93131
2125,23.4,0.6,8.9,3.3,5,66.6,1,3.2,0,11.3,72,26.6,14,3.7,500,450,11004,63,8,8,1,0,0,5,10,93131
2619,23.4,0.2,2.9,1,1.4,88.9,0.4,0.5,0,4.7,80.5,26.7,14,3.8,446,423,11004,63,8,8,1,0,0,5,10,93131
2749,6.3,0.7,31.1,3.4,6.6,25.3,0.5,7.2,0,25.2,30.6,28.8,13,3.1,558,521,11004,63,8,8,1,0,0,5,10,93131
2433,7.5,0.4,23.1,4,11.3,37.6,0.3,5,0,18.3,45.4,22.7,15,4.7,437,428,11004,63,8,8,1,0,0,5,10,93131
2035,21.4,0.9,6.6,2.8,3.7,73,0.6,3,0,9.5,77.1,26.7,13,5.6,454,442,11004,63,8,8,1,0,0,5,10,93131
3164,24.9,0.3,1.3,0.5,0.8,94.4,0.1,0.4,0,2.1,83.4,26.9,13,4.3,454,445,11004,63,8,8,1,0,0,5,10,93131
2303,24.5,0.3,8.7,2.1,3.2,75.9,0.6,1.2,0,8,76.8,26.5,14,4.2,458,434,11004,63,8,8,1,0,0,5,10,93131
870,1.3,4.4,1.4,0.7,0.1,13.6,0.3,3.1,0.1,76.3,39.8,24.9,15,8.7,436,425,10960,52,8,12,3,0,0,8,13,69290
611,2.9,7.4,3.4,3.1,0.7,22.1,0.7,0.3,0,62.4,59.6,21.4,15,6.5,474,456,10960,52,8,12,3,0,0,8,13,69290
232,19,0,0,0.4,0,75,0,0.4,0,24.1,79.7,12.1,11,11.6,511,497,13775,63,11,6,1,0,0,9,9,52575
1537,17.2,0.7,0.1,6.5,0.1,77.4,0.1,2.7,0,12.4,82.6,21.7,12,8.1,412,426,11177,61,11,10,1,0,0,5,12,77627
3063,2.8,0.3,3.8,10.6,1.7,36.9,0.2,5.9,0,40.6,34.9,24.3,16,6.1,497,488,11177,61,11,10,1,0,0,5,12,77627
2307,6.4,0.5,1.7,19.1,3.4,50.1,0.3,4.9,0,19.9,60.5,21.8,12,6.5,455,442,11177,61,11,10,1,0,0,5,12,77627
2931,9,0.6,2.5,15.5,3,59.4,0.2,2.9,0.2,15.8,58.6,22.4,14,7,473,466,11177,61,11,10,1,0,0,5,12,77627
2956,13.1,0.2,1,14.9,1,76,0.1,1.7,0,5,73.9,22.9,11,7.3,432,439,11177,61,11,10,1,0,0,5,12,77627
2347,10.9,0.4,0.8,27.4,1.4,59,0.2,3.8,0,7.1,79.6,24,9,12,415,414,11177,61,11,10,1,0,0,5,12,77627
1821,15.5,0.6,0.2,33.3,0.9,54.6,0.1,3.3,0,7,81.3,21.4,8,14.9,398,400,11177,61,11,10,1,0,0,5,12,77627
2688,14.4,0.3,0.3,16.1,0.8,74.1,0,2.2,0.4,5.8,78.6,21.3,13,11.3,421,420,11177,61,11,10,1,0,0,5,12,77627
1798,13.7,0.8,2.2,22.1,3,49,1.1,2.6,0,19.2,70.9,25.5,10,9.7,432,431,10378,66,12,6,0,0,0,5,9,75768
2431,7.4,0.5,6.8,34.5,7,29.8,1,4,0,16.4,54.3,23.4,10,9.7,467,452,10378,66,12,6,0,0,0,5,9,75768
2218,5.7,0.5,2.4,9,0.6,42.3,0.3,1,0.1,43.8,56.8,24.2,12,6.8,490,473,9581,62,10,7,0,0,0,6,10,75980
1451,6.3,0.7,3.4,12.2,0.8,46.2,0.6,1.3,0.1,34.7,67.1,25.3,16,2.3,531,495,9581,62,10,7,0,0,0,6,10,75980
3424,7.6,0.2,65.2,1.8,3.6,14.7,0.1,1.1,0.1,13.2,23,24,14,0,634,584,9446,67,9,7,1,0,0,7,8,92791
361,7.5,0.6,1.4,0.8,0.3,66.8,0,2.5,0,27.7,54.8,19.9,7,2.9,469,480,9853,54,9,7,1,0,0,9,14,67900
1331,4.9,1.1,1.6,1.6,1.1,28,0.4,1.1,0.2,65,28.5,20.8,15,5,511,514,9630,57,9,14,1,0,0,5,11,67147
1289,19,0.4,1.2,1.4,1.6,91.5,0,0.4,0,3.5,74.9,20.4,12,0.2,451,424,11893,62,12,7,0,0,0,5,10,79903
1216,14.7,0.2,0.6,0.5,1.5,92.9,0.2,0.4,0,3.7,76.4,23.2,12,0.5,445,433,11893,62,12,7,0,0,0,5,10,79903
2013,9.1,0,7.3,0.4,3,88.5,0.1,0,0,0.6,85.7,24.8,4,4.8,462,445,11123,61,13,5,0,0,0,4,13,89169
2919,11.5,0.8,0.8,15.8,0.4,69,0.5,2.7,0.2,9.8,86.3,21.1,3,0,411,430,11123,61,13,5,0,0,0,4,13,89169
1979,10.6,0.2,4.5,0.6,1.5,92.3,0.1,0,0,0.8,85.6,24,4,4.6,486,456,11123,61,13,5,0,0,0,4,13,89169
1111,11.2,3.3,6.6,10.3,1.2,64.9,0.1,1.5,0,12.2,82.6,24.6,9,8,424,422,11294,60,7,10,0,1,0,8,14,68472
1401,9.4,1.6,1.3,16.5,0.9,53,1.7,3.3,0,21.8,69.7,21.3,7,10.5,481,452,9500,62,11,9,0,0,0,6,12,67244
1069,16.6,0.2,3.1,0.5,0.7,93.6,0.1,0.4,0,1.4,84.6,23.8,13,3.1,438,435,12658,51,10,7,1,0,0,12,14,80858
700,10.7,0.7,1.1,1.7,0,35.6,0.1,2.1,0,58.6,59.7,21.3,16,5.4,488,461,10841,60,10,9,1,0,0,8,10,77210
2562,7.5,1.3,3,5.9,3.3,49.6,0.4,2.3,0.1,34.2,58.1,26.5,8,4.1,474,459,8919,58,12,8,1,0,0,8,10,72984
2658,16.8,0.6,2.6,11.9,3.8,75,0.7,1.1,0,4.3,79.1,20.8,12,13.5,475,441,10335,63,13,7,1,0,0,8,9,75922
3023,8.4,0.2,5.2,15.5,5.8,51.9,0.9,3.7,0,16.7,54.6,22.3,13,9.6,506,484,10335,63,13,7,1,0,0,8,9,75922
1664,1.6,0.2,5.5,8.5,9.1,17,0.4,11.2,1.2,46.9,17.8,21.8,11,7.7,563,530,9135,64,10,6,1,0,0,7,10,75196
3113,6.2,0.4,8.6,18.5,0.9,21.4,0.2,10.5,0,39.5,27.7,17.3,9,1.3,568,563,14367,60,13,8,0,0,0,8,11,73395
366,26,0,1.1,21.9,0.5,64.5,0.3,6,1.4,4.4,73.2,26.1,2,8.3,429,425,14367,60,13,8,0,0,0,8,11,73395
1589,3.7,0.1,13.5,3.3,0.9,6.6,0.3,1.4,0,73.8,8.9,15.8,12,2.2,587,590,15353,61,12,5,1,0,0,9,12,72423
169,5.9,0.6,3.6,2.4,0,34.3,0,4.1,0,55,58.6,14,10,7.6,464,422,10878,58,8,5,1,1,0,10,14,54290
598,5.5,12.5,1.8,0.2,0.2,36.3,0,5.2,2,41.8,46.2,23,11,9.4,490,461,11498,64,9,8,0,0,0,8,11,72531
519,0.4,1.5,0.6,1,0.2,9.6,0,0.4,0,86.7,43.5,20.3,11,11.5,541,491,10902,52,10,13,2,0,0,7,13,61648
1360,4.4,0.1,4.9,2.6,5.5,50.2,0.2,6.1,2.2,28.2,32.9,26.2,7,3.7,504,489,9248,59,10,8,1,0,0,7,13,79310
1993,2.9,0.4,5.5,3.2,2.3,48.9,0.3,6,2.2,31.3,28.3,26.9,11,4.1,493,478,9248,59,10,8,1,0,0,7,13,79310
1690,24.1,0.1,0.5,1.1,0.4,88.4,0,0.4,0.6,8.5,72.9,24.9,14,6.5,455,455,10359,50,6,11,5,1,0,7,18,87596
1872,5.2,0.2,18.9,2,3.2,33.7,0.5,2.2,0.1,39.2,22,27.2,12,2.4,558,533,8847,61,9,10,1,0,0,7,10,77297
674,1.8,2.2,0.7,0.1,0.7,21.7,0.1,6.4,0,68,55.8,18.9,14,8.1,529,521,15274,54,7,13,2,1,0,8,14,81972
2615,2.2,0.2,4.7,2.5,4.5,46.8,0.1,2.9,0.7,37.7,26.9,22.6,12,7.3,563,520,9454,62,12,6,1,0,0,8,10,76014
2542,5.6,0.2,6,3,4,28.5,0.1,1.7,0.7,55.6,34.4,24.5,12,3.9,544,520,9454,62,12,6,1,0,0,8,10,76014
1020,16.4,0.3,2,0.7,1.8,45,0,2.8,0.1,47.4,34.8,24.3,7,6.7,544,529,10330,58,17,8,1,0,0,7,7,68763
947,0.4,1.8,1.3,1.3,0.6,13.8,0.3,2.6,0,78.2,58.4,20.2,13,7.7,503,478,9650,57,12,13,1,0,0,5,10,66326
3036,52.5,0,0.3,0,0,99.2,0,0,0.1,0.4,82.6,23.9,8,3.6,454,436,11628,52,10,8,1,0,0,6,20,76397
370,25.9,0,0.3,3,0,86.5,0,0.8,0,9.5,77.3,16.7,9,6.2,464,460,11705,51,9,8,1,0,0,9,21,70196
351,23.9,0.3,0.6,0,2.3,78.9,0.3,0,0.6,17.1,49.9,16.3,11,3,454,445,16509,60,11,5,3,0,0,11,9,96155
1654,3.6,0.3,11.7,1,1.1,14.5,0.2,5.3,0.3,65.6,5.3,22.5,11,2.3,575,547,11632,57,10,8,3,0,0,7,10,77441
1167,16.9,0.1,5.4,4.7,2.8,64.9,0.9,4.5,0,16.7,40.5,22.1,7,6.1,480,478,11632,57,10,8,3,0,0,7,10,77441
1541,8.9,0.6,14.5,3.3,2.3,31.2,0.4,3.7,0.6,43.4,20.9,22.9,8,5.8,551,547,11632,57,10,8,3,0,0,7,10,77441
1514,5.9,0.4,12.5,2.6,2.1,27,0.9,3.7,0.1,50.7,11.8,23.2,8,3.4,536,527,11632,57,10,8,3,0,0,7,10,77441
1474,11.1,0.3,18.5,3.5,3.7,41,0.9,5.4,0.1,26.5,26.1,24.1,9,3.7,549,533,11632,57,10,8,3,0,0,7,10,77441
2241,7,0.2,6.5,0.8,2,29.3,0.1,5.7,0.8,54.8,23.1,27,14,2.4,564,536,9309,66,10,8,1,0,0,4,9,86146
3068,2.7,0.2,11.5,1.2,2.8,17.6,0.1,7.8,0.5,58.4,11.7,28.7,15,2.5,575,549,9309,66,10,8,1,0,0,4,9,86146
2451,1.3,0.4,8.2,1.8,2.7,14.1,0.1,5.1,0.2,67.4,6.9,27.1,15,2.4,558,546,9309,66,10,8,1,0,0,4,9,86146
3024,4.7,0.4,1.6,0.8,0.7,24.6,0.3,5.3,0.4,65.9,20,26.3,15,2.9,530,507,9309,66,10,8,1,0,0,4,9,86146
2679,3.3,0.4,2.9,0.8,1.1,25.9,0,5.3,0.4,63.2,21.5,26.8,14,6.2,557,542,9309,66,10,8,1,0,0,4,9,86146
2392,4.6,0.3,3.6,0.6,1.4,31.8,0.1,4.3,0.3,57.6,25.2,26.7,11,3.7,533,534,9309,66,10,8,1,0,0,4,9,86146
2459,3.2,0.9,5.4,1.1,1.1,27.7,0.5,5.6,0.2,57.4,17.9,25.9,15,2.6,554,534,9321,64,10,8,1,0,0,6,10,79795
857,0.9,0.4,3.5,0.5,0.1,18.9,0.6,9.3,1.4,65.3,12.1,16.9,12,1.9,548,556,19695,58,12,9,0,0,0,9,11,102324
648,17.4,0.5,1.1,1.1,1.2,73.9,0.2,1.1,0,21,59.6,19.5,13,3.6,492,467,11803,54,12,9,4,2,0,7,12,65603
580,10.3,0.7,7.6,0,0,79.8,0.2,0.2,0,11.6,86.2,20.9,11,5.8,439,410,10461,51,12,8,2,0,0,7,18,62745
2917,4.3,0.3,26.2,7.9,4.9,22.5,0.4,8.3,0.4,29.2,20.3,23.9,10,4.2,558,531,9612,62,13,8,1,0,0,6,9,78965
1298,6.6,1.4,7.5,13.9,2.9,23.2,0.8,3.5,0.1,46.9,57.6,22.2,13,16.2,531,474,9545,63,10,6,1,0,0,6,13,74900
2187,17.7,0.1,0.6,13.1,0.9,80.3,0.4,2.7,0,1.9,80.6,20.7,9,4,406,419,12851,54,11,8,1,0,0,8,13,75050
1829,19,0.1,5.2,19.3,1.3,67.9,1.4,3.1,0,1.7,79.1,20.1,9,1.1,409,394,12851,54,11,8,1,0,0,8,13,75050
2219,10.8,0.1,2.1,17.4,1.3,74,0.3,3,0,1.8,79.8,20.8,7,2.1,405,406,12851,54,11,8,1,0,0,8,13,75050
4142,6.3,0.7,14.6,9.9,1.2,54.3,0.3,1.4,0,17.7,62.8,21.7,9,9.9,433,434,8993,55,10,11,1,0,0,6,13,69635
2063,26.7,0.1,1.8,0.6,0,92.1,0.1,0.1,0,5,71.4,23,10,3.9,496,481,10892,57,11,9,2,0,0,7,13,83222
1889,25.5,0.2,0.7,1.4,0,93.3,0.1,0.3,0,4,75.3,23.3,10,3.6,465,434,10892,57,11,9,2,0,0,7,13,83222
1738,11.6,0.7,6.3,2,0.3,69.9,1.3,0.9,0.1,18.6,77.4,21.5,7,9,457,446,9929,58,16,8,0,0,0,4,10,76619
1834,12.5,0.6,6.1,1.4,0.7,79.1,0.5,0.7,0.1,10.8,83.3,23.6,5,13.9,428,426,9929,58,16,8,0,0,0,4,10,76619
3198,2.7,0.4,14.2,8.1,2.5,35,0.6,1.4,0.3,37.5,32.6,27.3,14,2.5,538,505,10402,63,9,10,1,0,0,4,11,94953
2463,19.2,0.5,2,3,0.4,89.4,0.4,1.2,0.3,2.7,87.1,23.8,13,4.3,451,426,10402,63,9,10,1,0,0,4,11,94953
2514,3.7,0.6,4.2,7.6,0.7,52.4,0.8,1.6,0.2,31.8,52.3,24.9,15,3.4,491,476,10402,63,9,10,1,0,0,4,11,94953
2135,12,0.1,3.7,11.7,1.9,70.3,0.5,1.3,0.6,9.9,72.7,25.1,11,5.6,470,451,10402,63,9,10,1,0,0,4,11,94953
3482,19.4,0.3,1.3,2.4,0.4,88.1,0.3,0.6,1.1,5.5,87.4,24.7,14,5.6,454,442,10402,63,9,10,1,0,0,4,11,94953
2989,17.9,0.5,3.6,2.1,0.6,86.3,0.3,0.4,1.2,5,88.3,25.7,13,4.9,460,429,10402,63,9,10,1,0,0,4,11,94953
3444,2.4,0.3,8,13.2,4.5,43.1,0.6,4.1,0.2,25.9,42.6,27.2,15,3.6,501,482,10402,63,9,10,1,0,0,4,11,94953
3498,2.1,0.1,6.2,15.7,4.7,50.9,0.4,3.7,0.4,17.9,41.7,26.3,13,3.3,487,466,10402,63,9,10,1,0,0,4,11,94953
1645,4.6,0.7,4.6,3.6,3,61.2,0.4,2.8,0,23.5,50.2,25.9,12,2.9,486,451,9604,57,10,9,0,1,0,7,11,80390
253,0.4,4.3,2.4,2,0,23.3,0.8,0.4,0,66.8,29.6,24.9,4,4.1,476,465,11004,50,9,7,0,0,0,9,13,55096
444,2,1.4,0.9,0.9,0.5,12.6,0,4.5,2.7,76.6,25.5,19.5,6,1.7,535,552,10116,65,10,10,1,0,0,6,9,67547
1816,3.5,1.4,7.5,1.8,0.8,19.6,1,1.8,0.9,65.1,32.9,23,16,3.3,538,504,10116,65,10,10,1,0,0,6,9,67547
1797,7.4,1.2,6.5,4,0.6,24.9,0.6,1.9,1.7,58.7,33.3,22.8,17,3.7,548,507,10116,65,10,10,1,0,0,6,9,67547
2229,10.2,0.3,2.6,3.1,1.3,78.9,0.1,0.9,0,12.8,61.9,20.8,13,2.8,458,452,9158,62,12,7,1,0,0,4,11,79870
1698,7.3,0.2,2.4,2.2,1.2,78.6,0,0.8,0.1,14.4,67.2,19.2,12,13.2,441,436,9158,62,12,7,1,0,0,4,11,79870
2912,3,0,13.8,5,6.7,41.9,0.4,3.2,0,29,27.8,27.2,10,1.7,498,473,9158,62,12,7,1,0,0,4,11,79870
2629,3.9,0.1,24.2,4.4,8.7,36.7,0.3,3.1,0.4,22.1,22.6,23.5,11,2.7,516,491,9158,62,12,7,1,0,0,4,11,79870
1066,11.4,1.1,1.5,2.9,0.4,59.8,0.2,0.3,0,33.8,68.9,23.5,8,4.9,443,436,9778,50,8,10,3,0,0,10,16,59223
2359,2.4,0.1,10.6,5.1,1.1,39,0.2,4.8,4.3,34.6,32.4,25.1,12,2.6,537,526,10470,57,10,14,1,0,0,7,8,81763
389,20.8,3.3,0.8,0,0,50.1,0.5,2.3,0.3,42.7,49.4,17.2,13,4.6,484,478,11058,69,8,5,1,0,0,8,9,66283
2459,1.6,0.4,15.5,3.1,3.5,23.1,0.1,3.7,0,50.8,21.3,23,9,2.7,548,521,9228,60,12,10,2,0,0,5,11,68733
2095,2.5,0.7,8.9,5.5,1.8,39.5,0.3,2.8,0,40.4,42.4,20.5,14,3.8,507,489,9228,60,12,10,2,0,0,5,11,68733
2939,1.4,0.9,8.3,2.2,1.3,36.6,0.3,2.9,0,47.5,47.3,21.1,12,4.1,493,480,9228,60,12,10,2,0,0,5,11,68733
2709,2.5,0.7,10.9,2.6,2.1,27,0.2,2.7,0,53.8,29.1,23.2,13,3,524,500,9228,60,12,10,2,0,0,5,11,68733
2203,4.9,0.9,25.1,2.5,3.1,37.9,0.2,2.3,0,28,54.4,20.9,10,4,456,449,9228,60,12,10,2,0,0,5,11,68733
2619,24.2,0.1,0,0.2,0.2,97.5,0,0.1,1.2,0.7,90.2,25.6,13,7.1,425,407,11326,62,11,10,0,0,0,6,9,76496
1937,34.7,0.5,0.1,0.1,0.1,97.8,0,0.1,0.7,0.7,93,24.9,11,5.2,393,407,11326,62,11,10,0,0,0,6,9,76496
207,24.6,0,0,0,0,100,0,0,0,0,90.8,23,3,5.2,418,424,11326,62,11,10,0,0,0,6,9,76496
443,27.8,0.2,0,2,0.2,87.6,0,0.2,2.5,7.2,95.7,16.3,10,7.8,395,399,11326,62,11,10,0,0,0,6,9,76496
1183,27.3,0,1.6,0.9,0.3,85.1,0,0.3,0.4,11.4,74.9,20.9,10,7.9,434,430,11275,57,12,10,1,0,1,5,13,68280
230,19.6,0.4,2.6,0.4,0.4,48.7,1.3,0.4,2.6,43,48.7,14.6,12,7.3,494,487,17082,50,8,9,1,0,0,12,18,74752
1986,16.3,0.4,0.9,3.7,1.8,88.3,0.1,0.3,0,4.6,82.2,19.9,13,3.6,461,439,10690,61,10,9,1,0,0,6,11,80230
1953,13.6,0.1,0.6,2.3,0.1,92.2,0.2,0.2,0,4.4,81.8,20.4,15,3.9,442,438,10690,61,10,9,1,0,0,6,11,80230
2491,10.1,0.7,2.9,8.7,2.2,69.1,0.8,1,0,14.6,66.5,23.9,10,4.9,455,448,10690,61,10,9,1,0,0,6,11,80230
371,14.8,2.4,1.1,0,0,61.2,0.3,0,0,35,47.2,18.4,11,6.5,461,438,9878,63,7,6,1,0,0,7,11,70412
1783,19.3,0.2,0,16.3,0.1,83,0.2,0.1,0,0.2,81.3,21.9,12,5,404,412,11645,61,8,7,0,0,0,8,14,77054
1896,23.7,0.1,0.1,12,0,86.3,1.1,0.2,0.1,0.2,80.4,24.4,12,6.2,405,404,11645,61,8,7,0,0,0,8,14,77054
928,17.1,0.3,0,30.8,0,67.7,0.2,0.4,0.3,0.2,83,26.6,16,7.7,355,363,11645,61,8,7,0,0,0,8,14,77054
2296,2.6,0.7,5.4,1.5,2,24.9,0.3,2.8,0,62.4,19.8,25.1,14,5.4,557,525,9366,66,11,6,2,1,0,5,9,78911
2370,2.2,0.4,12.8,2.5,1.9,20,0.4,3.8,0,58.1,15.2,26.9,12,3.1,597,576,9366,66,11,6,2,1,0,5,9,78911
2511,2.8,0.6,10.7,1.4,1.4,20.4,0.3,2.5,0,62.6,15.2,25,11,1.7,573,548,9366,66,11,6,2,1,0,5,9,78911
860,16.6,0.2,0.3,3.7,0.3,86.2,0.1,0,0.1,9,76.4,20,5,2.7,438,443,10150,58,12,5,2,0,0,7,13,67363
2764,9.6,0.3,3,3.2,2,70.5,0.3,0.5,0,20.1,61.5,23.7,12,3.8,416,411,9901,65,11,9,1,0,0,4,10,95613
2222,5.4,0.3,2.7,2.8,1.3,45.1,0.5,1,0.4,46,38.6,24.1,14,4.9,445,442,9901,65,11,9,1,0,0,4,10,95613
3339,7.4,0.3,9.6,9.3,2.8,55.2,0.5,1.2,0.6,20.6,49.9,25.8,12,4.5,521,495,9901,65,11,9,1,0,0,4,10,95613
4079,5.4,0.3,12.9,13.1,6,47.4,0.5,0.9,0.9,18.1,41,25.9,8,3.6,441,444,9901,65,11,9,1,0,0,4,10,95613
3580,2.8,0.4,8.9,5.4,2.1,35.6,0.2,0.7,0.8,45.9,25.8,25.5,13,4,462,460,9901,65,11,9,1,0,0,4,10,95613
1231,0.4,0.6,2.8,1.8,1.9,18.3,0.4,2.6,0.1,71.4,4.8,21.2,10,2.3,549,533,10878,63,12,8,1,1,0,6,9,69792
1426,8.1,1.1,3.1,2.9,1.7,42.4,0.4,2.7,0.2,45.6,30.2,21.7,11,6.1,489,477,10496,63,11,10,1,0,0,6,9,61467
1333,5.9,0.5,2.6,3.6,2.9,81.9,0.4,0.2,0.1,8,74.2,24,9,2.3,414,401,11074,61,11,6,0,0,0,7,9,82231
1702,3.8,0.2,8.6,2.9,3,68.1,0.3,0.3,0.2,16.5,59,24.2,10,3.1,457,441,11074,61,11,6,0,0,0,7,9,82231
1316,4.1,0.4,6.1,3.1,2.7,78.5,0.3,0.2,0.3,8.4,71.7,25.4,10,3,429,409,11074,61,11,6,0,0,0,7,9,82231
2082,3.5,0.5,10.4,21.4,2.2,39.2,0.4,2.3,0,23.6,35.8,24.5,12,2.6,512,500,11060,62,14,9,0,0,0,6,9,74671
1045,29,0,0.9,0.1,4.2,92.6,0,0.2,0.2,1.8,90,22.5,12,8.4,423,417,10440,49,13,8,1,3,0,5,19,69781
583,0.7,0.9,6.2,1.7,1.4,15.4,0.7,3.8,0.2,69.8,8.2,21.3,7,3.8,575,552,10616,62,11,8,1,0,0,7,10,67085
1683,4.5,0.4,18.4,2.2,1.8,17.6,0.1,4.8,0.1,54.7,14.8,23.1,13,5.2,610,580,10616,62,11,8,1,0,0,7,10,67085
878,6.2,11.6,7.3,0.9,1,21.9,0.2,1.8,0,55.2,53.9,22.4,14,8.1,493,456,10942,62,10,9,0,0,0,5,14,64793
1345,22.5,0,0.9,0.5,8.8,87.8,0,0.2,0,1.7,84.2,22.2,11,1.7,457,431,12108,52,11,13,1,0,0,5,15,64707
1122,26.7,0,0.9,0.7,6.7,90.4,0,0.2,0,1.2,92.2,21.7,7,1.4,442,419,12108,52,11,13,1,0,0,5,15,64707
1589,27,0.2,0.8,0.1,15.7,81,0.1,0.4,0,1.6,87.8,23.9,10,3.2,451,420,12108,52,11,13,1,0,0,5,15,64707
750,15.6,0,4.4,0.5,0.3,88.1,0.1,0.1,0.1,6.3,78.4,16.5,7,7.2,423,419,11733,58,16,6,1,0,0,6,11,75376
269,10.8,0.4,0,0.7,0,44.6,0.4,1.9,0,52,52.8,27.3,10,0,486,492,9047,55,21,5,1,0,0,4,13,60943
2006,11.7,0.3,0.6,2.2,0.9,81.1,0.1,0,0.6,14,63.8,26.1,8,4.4,428,425,11166,62,13,9,1,0,0,5,10,83664
1910,23.2,0.1,0.4,1.5,0.3,95,0,0,0.4,2.4,83.4,25.6,13,4.2,415,427,11166,62,13,9,1,0,0,5,10,83664
1948,5.8,0.8,4.6,2.2,2.3,43.6,0.1,0.2,0.8,45.5,40.2,24.9,11,4.2,512,511,11166,62,13,9,1,0,0,5,10,83664
2740,7,0.7,2.6,2.8,1.4,65.9,0.2,0,0.7,25.8,49.7,26.1,11,2.4,491,462,11166,62,13,9,1,0,0,5,10,83664
1989,14.9,0.5,0.9,0.3,0.9,91.6,0.2,0,0,5.7,75.3,27.2,13,0,430,414,10077,60,14,7,1,0,0,5,9,71560
