"","District Name","School Name","County Name","School Type (School)","Census Day Enrollment (School)","English Learners % (School)","American Indian or Alaska Native % (School)","Asian % (School)","Black or African American % (School)","Filipino % (School)","Hispanic or Latino % (School)","Native Hawaiian or Pac Islander % (School)","Two or More Races % (School)","None Reported % (School)","White % (School)","Free/Reduced Meals % (School)","Per Pupil Ratio: Teacher (School)","Avg Years Teaching (School)","Suspension Rate (School)","SAT Avg Results-Mathematics # (School)","SAT Avg Results-Writing # (School)","Current Exp of Educ per ADA (Ed Code 41372) (District)","Gen Fund Exp by Activity - 1000-1999 Instruction Exp % (District)","Gen Fund Exp by Activity - 2000-2999 Instruc-related Svcs Exp % (District)","Gen Fund Exp by Activity - 3000-3999 Pupil Services Exp % (District)","Gen Fund Exp by Activity - 4000-4999 Ancillary Services Exp % (District)","Gen Fund Exp by Activity - 5000-5999 Community Services Exp % (District)","Gen Fund Exp by Activity - 6000-6999 Enterprise Exp % (District)","Gen Fund Exp by Activity - 7000-7999 General Administration Exp % (District)","Gen Fund Exp by Activity - 8000-8999 Plant Services Exp % (District)","Teacher Salary-Avg (District)"
"1067","San Jose Unified","San Jose High","Santa Clara","High School","1059","26.3","0.4","7.5","1.8","3.2","81.8","0.8","0.8","0","3.9","73","19.7","7","6.9","425","425","11075","57","16","11","1","0","0","5","10","72731"
"1068","San Jose Unified","Downtown College Preparatory","Santa Clara","High School","334","22.5","0.3","0.9","0.9","0.6","93.4","0","2.1","0.3","1.5","86.2","20.1","2","4.6","N/A","N/A","11075","57","16","11","1","0","0","5","10","72731"
"1069","San Jose Unified","Middle College High","Santa Clara","High School","52","N/A","0","11.5","5.8","0","26.9","1.9","7.7","0","46.2","26.9","26","11","1.5","510","508","11075","57","16","11","1","0","0","5","10","72731"
"1070","San Jose Unified","Pioneer High","Santa Clara","High School","1574","5.3","0.4","13.5","3.1","2.9","33.6","0.5","1.8","0.2","43.9","28.9","21.6","11","4.7","544","526","11075","57","16","11","1","0","0","5","10","72731"
"1071","San Jose Unified","Gunderson High","Santa Clara","High School","1107","14","0.7","9.9","7.5","3.3","60.9","0","2.2","0.4","15.1","54.1","19.4","10","4.9","468","459","11075","57","16","11","1","0","0","5","10","72731"
"1072","San Jose Unified","Leland High","Santa Clara","High School","1807","2.9","0.3","44.4","1.5","0.8","9.6","0.5","2.2","0.4","40.3","10.3","24","11","1.2","635","614","11075","57","16","11","1","0","0","5","10","72731"
"1073","San Juan Unified","Rio Americano High","Sacramento","High School","1598","2.4","1","6.6","5.2","1.9","16.2","1.1","0.9","0.5","66.6","20.9","25.2","11","6.1","553","545","10052","63","16","7","1","0","0","5","9","75808"
"1074","San Juan Unified","Casa Roble Fundamental High","Sacramento","High School","1262","1.3","2.5","1.7","2.9","1.5","12.8","0.4","0.1","0","78.2","31.1","22","14","11.4","504","485","10052","63","16","7","1","0","0","5","9","75808"
"1075","San Juan Unified","Bella Vista High","Sacramento","High School","2065","1.9","1","4.4","3.6","1.5","15.1","1","0.6","0","72.8","24.3","24.9","11","5.2","559","526","10052","63","16","7","1","0","0","5","9","75808"
"1076","San Juan Unified","Del Campo High","Sacramento","High School","1777","3.5","1.1","3.5","8.3","1.8","17.8","1.7","0.5","0","65.2","44.4","22.1","11","14.2","500","482","10052","63","16","7","1","0","0","5","9","75808"
"1077","San Juan Unified","Mesa Verde High","Sacramento","High School","939","6.8","1.4","2.7","6.7","1.7","29.3","0.6","0.4","0","57.2","64.7","20.1","13","19.4","452","460","10052","63","16","7","1","0","0","5","9","75808"
"1078","San Juan Unified","San Juan High","Sacramento","High School","696","13.8","0.9","2","12.2","0.6","36.2","1","0.1","0","47","73.1","17.9","7","13.1","417","401","10052","63","16","7","1","0","0","5","9","75808"
"1079","San Juan Unified","Mira Loma High","Sacramento","High School","1681","9","0.5","25.9","8.9","3.2","18.6","1.3","0.5","0.1","40.9","46.4","24.7","11","6.5","624","599","10052","63","16","7","1","0","0","5","9","75808"
"1080","San Juan Unified","El Camino Fundamental High","Sacramento","High School","1531","7.1","1.2","3.8","10.3","0.8","24.8","1.4","0.4","0","57.3","45.5","24","10","10.9","502","482","10052","63","16","7","1","0","0","5","9","75808"
"1081","San Leandro Unified","San Leandro High","Alameda","High School","2597","12.6","0.3","15.4","17.6","8.7","44.5","1.6","2.5","0.2","9.2","62","21.6","9","9.4","455","460","10851","63","13","6","1","0","1","6","9","86964"
"1082","San Lorenzo Unified","KIPP King Collegiate High","Alameda","High School","559","6.1","0.4","23.4","20.2","2.5","48.1","0.2","0","0","5.2","68.7","25.2","3","4.4","471","469","10578","61","14","7","1","0","0","6","10","79561"
"1083","San Lorenzo Unified","Arroyo High","Alameda","High School","1839","6.1","0.5","19.7","8","12.1","44","1.1","1.8","0.1","12.5","50.2","22.5","14","3.5","507","477","10578","61","14","7","1","0","0","6","10","79561"
"1084","San Lorenzo Unified","San Lorenzo High","Alameda","High School","1386","17.2","0.2","7.4","15.7","5.8","60.9","1.3","1.2","0.7","6.8","76.6","21.4","11","12","448","424","10578","61","14","7","1","0","0","6","10","79561"
"1085","San Lorenzo Valley Unified","San Lorenzo Valley High","Santa Cruz","High School","702","1.6","0.4","1.4","0.7","0.7","12.4","0.4","5.3","1","77.6","14.1","21.5","14","4.7","520","524","10493","59","11","10","1","0","0","8","11","67501"
"1086","San Luis Coastal Unified","San Luis Obispo High","San Luis Obispo","High School","1395","9","0.1","4.7","1.1","0.6","25.6","0","4.9","0","62.9","27","21","11","5.9","566","548","11899","57","13","10","2","0","0","6","11","74065"
"1087","San Luis Coastal Unified","Morro Bay High","San Luis Obispo","High School","860","5.6","0.6","2.7","1","4.7","21.6","0","3.7","0","65.7","37.7","20.7","11","4","528","498","11899","57","13","10","2","0","0","6","11","74065"
"1088","San Luis Obispo County Office of Education","Grizzly ChalleNGe Charter","San Luis Obispo","High School","240","21.7","0.8","1.3","5","1.3","76.3","1.7","0","0","13.8","67.1","18.5","5","0","N/A","N/A","N/A","27","25","10","3","0","1","17","9","71503"
"1089","San Marcos Unified","Mission Hills High","San Diego","High School","2531","7.9","0.2","4","3","3.3","51.8","0.8","1.8","0.3","34.7","40.7","25.9","9","2.5","491","487","9108","66","10","7","1","2","0","4","9","71202"
"1090","San Marcos Unified","San Marcos High","San Diego","High School","3048","9.1","0.5","5.8","2.8","3","40.9","0.9","1.1","0.2","44.9","30.4","26.6","9","3.7","511","498","9108","66","10","7","1","2","0","4","9","71202"
"1091","San Marino Unified","San Marino High","Los Angeles","High School","1200","8.9","0","60.1","0.9","1","8","0.4","3","0.1","26.5","3.7","21","11","0.6","648","600","13063","57","9","8","1","1","0","10","15","79935"
"1092","San Mateo Union High","San Mateo High","San Mateo","High School","1615","18.1","0.2","22.8","1.3","4.5","42.1","2.5","7.4","0","19.3","27.9","20.6","9","3.6","574","554","16420","51","13","10","3","0","1","6","12","97915"
"1093","San Mateo Union High","Aragon High","San Mateo","High School","1473","5.1","0.3","24.4","1.2","6","26.1","3.3","11.3","0","27.6","13.4","21","9","0.6","614","590","16420","51","13","10","3","0","1","6","12","97915"
"1094","San Mateo Union High","Mills High","San Mateo","High School","1198","8.9","0.1","48.4","0.2","10.9","17.1","2.2","7.2","0","14","14.3","21.1","11","1.5","607","573","16420","51","13","10","3","0","1","6","12","97915"
"1095","San Mateo Union High","Design Tech High","San Mateo","High School","260","2.7","0","23.5","0.8","3.8","20","0.8","10","0.8","40.4","15.4","29.5","2","2","N/A","N/A","16420","51","13","10","3","0","1","6","12","97915"
"1096","San Mateo Union High","Burlingame High","San Mateo","High School","1339","5","0.1","16","0.8","3.4","18.7","1","7.6","0","52.4","6","19.7","9","2.2","579","566","16420","51","13","10","3","0","1","6","12","97915"
"1097","San Mateo Union High","Capuchino High","San Mateo","High School","1127","23.1","0","10.9","0.8","9.1","47.6","4.9","7","0","19.8","21.2","18.3","7","1.9","507","489","16420","51","13","10","3","0","1","6","12","97915"
"1098","San Mateo Union High","Hillsdale High","San Mateo","High School","1375","7.9","0.4","15.4","1.4","5.8","26","1.5","9.1","0","40.4","11.9","18.9","8","5.1","558","536","16420","51","13","10","3","0","1","6","12","97915"
"1099","San Pasqual Valley Unified","San Pasqual Valley High","Imperial","High School","164","32.9","33.5","0.6","0","0","60.4","0","2.4","0","3","86","13.6","9","22","0","0","19685","51","10","10","3","0","0","9","17","70213"
"1100","San Rafael City High","Terra Linda High","Marin","High School","1117","13","1.4","6.8","2.4","1.4","40.3","0.4","1.3","0.6","45.2","32.2","21.3","11","3.8","520","529","13805","56","13","8","2","0","0","8","11","N/A"
"1101","San Rafael City High","San Rafael High","Marin","High School","1228","20.8","0.1","4.5","1","0.2","64.2","0.2","0.4","0","29.4","56.2","21.6","8","4.8","497","496","13805","56","13","8","2","0","0","8","11","N/A"
"1102","San Ramon Valley Unified","Monte Vista High","Contra Costa","High School","2348","0.5","0.3","16.4","0.9","2.4","7.9","0.2","6.1","0","65.9","2.3","22.7","11","1.2","603","582","9605","65","12","7","1","0","0","5","10","74569"
"1103","San Ramon Valley Unified","California High","Contra Costa","High School","2667","0.9","0.1","23.4","2.6","4.2","11.9","0.4","8.7","0","48.7","4.9","27.5","11","3.4","457","435","9605","65","12","7","1","0","0","5","10","74569"
"1104","San Ramon Valley Unified","San Ramon Valley High","Contra Costa","High School","2103","0.4","0","6.5","0.8","1.7","8.7","0","5.4","0","76.8","1.9","22.5","11","1.9","589","560","9605","65","12","7","1","0","0","5","10","74569"
"1105","San Ramon Valley Unified","Dougherty Valley High","Contra Costa","High School","2759","3.1","0.1","66.5","2.6","5.9","6.6","0.1","4.3","0","13.8","5.3","23.5","5","1.7","653","621","9605","65","12","7","1","0","0","5","10","74569"
"1106","Sanger Unified","Sanger High","Fresno","High School","2852","7.7","0.4","13.1","1.4","0.5","71.2","0.2","0.7","0.2","12.3","75.4","23","9","7","450","434","10384","54","11","10","1","0","0","5","13","62712"
"1107","Santa Ana Unified","Saddleback High","Orange","High School","1627","23.8","0.1","2.5","0.2","0.6","94.5","0.1","0.2","0","1.7","94","20.4","14","5.3","433","409","11831","64","11","7","1","0","0","7","9","90751"
"1108","Santa Ana Unified","Segerstrom High","Orange","High School","2433","6.5","0","6.9","0.5","0.5","89.7","0","0.7","0","1.6","88.9","25.8","13","4","482","465","11831","64","11","7","1","0","0","7","9","90751"
"1109","Santa Ana Unified","OCSA","Orange","High School","2096","0.4","0.1","16.8","1","2.2","23.6","0.1","10.4","0","45.7","11.1","29.3","7","0.8","560","574","11831","64","11","7","1","0","0","7","9","90751"
"1110","Santa Ana Unified","Hector G. Godinez","Orange","High School","2622","12.3","0.2","1.1","0.2","0.1","97.6","0","0","0","0.8","95.5","25","12","3.5","456","435","11831","64","11","7","1","0","0","7","9","90751"
"1111","Santa Ana Unified","Valley High","Orange","High School","2241","36.4","0.1","1.7","0.3","0.1","97.1","0.1","0.1","0","0.6","94.2","20.8","10","6.1","424","405","11831","64","11","7","1","0","0","7","9","90751"
"1112","Santa Ana Unified","Santa Ana High","Orange","High School","2800","24.3","0.1","0.2","0.3","0.2","98.5","0.1","0.2","0","0.5","96.1","24.4","14","1.6","414","397","11831","64","11","7","1","0","0","7","9","90751"
"1113","Santa Ana Unified","Century High","Orange","High School","1883","30.1","0.1","1.9","0.1","0.1","97.2","0.2","0.1","0","0.4","96.3","20","14","4.6","411","387","11831","64","11","7","1","0","0","7","9","90751"
"1114","Santa Ana Unified","Nova Academy","Orange","High School","390","13.3","0","1.3","0.8","0","95.4","0","0.3","0.8","1.5","85.6","19.4","4","3.3","422","410","11831","64","11","7","1","0","0","7","9","90751"
"1115","Santa Barbara Unified","Santa Barbara Senior High","Santa Barbara","High School","2188","13.2","1","2","1.4","0.5","56","0.2","0.2","0.1","38.5","39.9","23.8","11","4.6","539","517","10271","57","14","9","1","1","0","6","12","72860"
"1116","Santa Barbara Unified","San Marcos Senior High","Santa Barbara","High School","2181","14.2","1.1","3.8","1.5","0.7","53.8","0","0","0","39","39.2","22.9","11","3.7","532","512","10271","57","14","9","1","1","0","6","12","72860"
"1117","Santa Barbara Unified","Dos Pueblos Senior High","Santa Barbara","High School","2130","8.7","0.7","8.6","1.6","1.5","43.5","0.2","0.1","0","43.8","28.1","22.9","11","3","561","528","10271","57","14","9","1","1","0","6","12","72860"
"1118","Santa Clara County Office of Education","Magnolia Science Academy Santa Clara","Santa Clara","High School","100","6","0","51","12","1","13","1","3","0","19","33","10.2","2","5.1","0","0","N/A","40","13","13","2","0","0","14","4","85843"
"1119","Santa Clara County Office of Education","University Preparatory Academy Charter","Santa Clara","High School","593","1.9","0.3","34.7","8.1","5.2","30.7","0.2","0.7","0","20.1","10.8","22.1","3","0","595","583","N/A","40","13","13","2","0","0","14","4","85843"
"1120","Santa Clara County Office of Education","Summit Public School: Tahoma","Santa Clara","High School","275","6.5","0.7","13.8","2.5","4.7","50.5","0.4","4.7","7.3","15.3","48.7","18.3","2","3.1","458","465","N/A","40","13","13","2","0","0","14","4","85843"
"1121","Santa Clara County Office of Education","Downtown College Prep - Alum Rock","Santa Clara","High School","580","33.3","0.5","4.3","1.2","1","90","1","0.5","0","1.4","84.3","23.6","1","9.2","N/A","N/A","N/A","40","13","13","2","0","0","14","4","85843"
"1122","Santa Clara Unified","Santa Clara High","Santa Clara","High School","1971","11.2","0.9","16.6","5","11.7","34.6","0.6","4","0.4","26.2","41.5","23.6","7","7.2","521","509","12267","64","15","7","0","0","0","5","9","93378"
"1123","Santa Clara Unified","Adrian Wilcox High","Santa Clara","High School","1977","11.9","0.4","27","2.4","6.5","37.1","0.7","3.5","0.3","22.2","41.6","23","8","2.9","538","514","12267","64","15","7","0","0","0","5","9","93378"
"1124","Santa Cruz City High","Delta Charter","Santa Cruz","High School","132","2.3","1.5","1.5","3","1.5","23.5","0","5.3","0","63.6","29.5","16.6","3","0","0","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1125","Santa Cruz City High","Harbor High","Santa Cruz","High School","954","14","0.5","2.8","1.4","1","53.6","0.6","2.3","0","37.7","53.2","21.7","11","2","532","507","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1126","Santa Cruz City High","Soquel High","Santa Cruz","High School","1093","5.6","0.4","2","1.1","1.1","34.7","0.1","4.5","0","56.2","32.8","26.4","11","4.3","518","524","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1127","Santa Cruz City High","Santa Cruz High","Santa Cruz","High School","1010","3","1.1","1.5","2.1","0.8","29.6","0.2","4.9","0","59.9","28.5","24.1","13","2.2","567","542","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1128","Santa Cruz County Office of Education","Pacific Collegiate Charter","Santa Cruz","High School","518","0.6","0.2","4.8","0.8","0.4","14.5","0","7.3","1","71","7.1","17.2","6","1.1","610","623","N/A","27","20","6","0","3","0","10","5","67373"
"1129","Santa Maria Joint Union High","Pioneer Valley High","Santa Barbara","High School","2694","23.9","0","0.6","0.9","3.7","89.3","0.1","0.7","0.2","4.4","73.6","23.4","11","2.9","469","444","11542","59","12","10","3","0","0","5","11","82132"
"1130","Santa Maria Joint Union High","Santa Maria High","Santa Barbara","High School","2695","37.1","0.1","0.2","0.6","1.3","94.1","0","0.2","0.2","3.2","85.5","19.4","11","5.9","460","430","11542","59","12","10","3","0","0","5","11","82132"
"1131","Santa Maria Joint Union High","Ernest Righetti High","Santa Barbara","High School","2139","13.4","0.8","2.6","2.3","1.6","61.6","0.4","1.9","1","27.8","50.7","21.9","14","5.1","496","474","11542","59","12","10","3","0","0","5","11","82132"
"1132","Santa Monica-Malibu Unified","Malibu High","Los Angeles","High School","1106","1.9","0.4","2.7","1.8","0.5","12.2","0.5","4.2","0","77.8","11.6","20.1","11","2.5","541","547","13196","61","11","9","1","1","0","6","10","80428"
"1133","Santa Monica-Malibu Unified","Santa Monica High","Los Angeles","High School","2950","4.3","0.1","6.8","9.4","1.2","36.3","0.1","6.8","0.9","38.3","28.7","21.7","11","3.5","541","528","13196","61","11","9","1","1","0","6","10","80428"
"1134","Santa Paula Unified","Santa Paula High","Ventura","High School","1588","17.3","0","0.1","0.1","0.1","95.1","0.1","0.1","0","4.3","76.6","23.4","10","4.2","434","430","11105","60","13","7","1","0","0","6","12","71208"
"1135","Santa Rosa High","Montgomery High","Sonoma","High School","1624","11.7","0.9","4.1","3.1","1.2","44.1","0.6","4.9","0.7","40.3","32","23.1","14","5.6","559","524","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1136","Santa Rosa High","Santa Rosa High","Sonoma","High School","1988","8.7","0.4","4.4","1.5","1.1","37.3","0.3","7.1","0.2","47.7","30.7","22.1","12","5.3","546","538","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1137","Santa Rosa High","Piner High","Sonoma","High School","1161","18.1","1.1","6.4","2.5","0.8","61.1","1.6","2.6","1.2","22.8","55.6","22.3","11","6.9","495","463","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1138","Santa Rosa High","Elsie Allen High","Sonoma","High School","1025","30.5","1.1","6.1","1.8","0.4","78.1","0.1","0.8","1.1","10.5","65.4","19.6","9","16","453","448","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1139","Santa Rosa High","Maria Carrillo High","Sonoma","High School","1603","4.1","0.6","8","2.5","1.6","23","0.6","7.5","0.1","56.1","16.8","23.7","9","4.6","593","560","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1140","Santa Rosa High","Abraxis Charter","Sonoma","High School","41","24.4","0","0","7.3","0","73.2","0","4.9","0","14.6","95.1","13.7","2","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1141","Santa Ynez Valley Union High","Santa Ynez Valley Union High","Santa Barbara","High School","966","4.8","1.3","0.7","0.3","0","41.1","0","3.6","0","52.9","22.8","18.6","11","1.6","533","526","11848","47","9","7","4","0","0","11","16","74774"
"1142","SBC - High Tech High","High Tech High North County","San Diego","High School","484","1.9","1","7.2","3.7","3.3","28.9","0.4","1.7","0","53.7","30.4","18.6","3","1.2","483","499","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1143","SBC - High Tech High","High Tech High Chula Vista","San Diego","High School","639","6.9","0.8","2","3.6","7","76.8","0.5","1.1","0","8.1","50.7","20","3","4.1","460","452","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1144","SBE - Anahuacalmecac International University Preparatory of North America","Anahuacalmecac International University Preparatory of North America","Los Angeles","High School","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"1145","Scott Valley Unified","Etna Union High","Siskiyou","High School","182","1.6","8.2","3.3","1.1","0","14.8","0.5","5.5","0","66.5","48.9","14","6","7","490","452","12923","53","13","8","4","0","0","7","12","54933"
"1146","Scotts Valley Unified","Scotts Valley High","Santa Cruz","High School","841","0.5","0.2","1.2","0.2","0.2","15.2","0.2","8.2","0.4","74.1","10.5","23.1","8","3.6","557","543","9018","64","12","7","1","0","0","6","8","N/A"
"1147","Selma Unified","Selma High","Fresno","High School","1784","9.9","0.4","6.4","0.4","0.4","86.1","0.2","0.2","0","5.9","74.6","23.2","11","6.5","450","451","11002","60","11","7","1","0","0","6","11","N/A"
"1148","Sequoia Union High","Summit Preparatory Charter High","San Mateo","High School","412","10.4","0.2","5.6","1.2","1.7","57.3","1","4.6","7.3","21.1","55.3","20.6","3","6.7","505","512","15616","56","12","12","1","0","0","7","11","94414"
"1149","Sequoia Union High","Carlmont High","San Mateo","High School","2147","4.3","0.6","18.5","2","3.3","18.2","1.6","6.2","0","49.6","10.7","21","11","3.3","598","571","15616","56","12","12","1","0","0","7","11","94414"
"1150","Sequoia Union High","Menlo-Atherton High","San Mateo","High School","2275","14","0.5","4.7","4","0.7","42.7","3.9","3.3","0","40.3","33.2","19.4","10","5.1","589","580","15616","56","12","12","1","0","0","7","11","94414"
"1151","Sequoia Union High","Everest Public High","San Mateo","High School","376","16","0","2.9","1.6","1.6","57.7","1.3","4.5","8.2","22.1","59.6","18.8","3","4.9","531","518","15616","56","12","12","1","0","0","7","11","94414"
"1152","Sequoia Union High","Sequoia High","San Mateo","High School","2143","21.2","0.2","3.1","1.3","1.5","59.4","2.2","2.9","0","29.4","41.7","18.7","9","4.5","547","530","15616","56","12","12","1","0","0","7","11","94414"
